Variation ID	Chromosome	Trait	p-Value	Catalogue ID	Risk Allele	Allele Frequency	Population	Region	Genes	Platform	PubMed
rs3024505	chr1	Inflammatory bowel disease	6E-6	rs3024505	None	None	622 Polish ancestry child cases, 496 Polish ancestry adult cases, 582 Polish ancestry controls	1q32.1	IL10	Illumina [2612357]	28008999
rs3024505	chr1	Systemic lupus erythematosus	5E-9	rs3024505	None		5,201 European ancestry cases, 9,066 European ancestry controls	1q32.1	IL10	Illumina [644674]	26502338
rs3024505	chr1	Ulcerative colitis	5E-43	rs3024505	None	0.1573	6,968 European ancestry cases, 20,464 European ancestry controls	1q32.1	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs3024505	chr1	Crohn's disease	4E-25	rs3024505	None	0.1573	5,956 European ancestry cases, 14,927 European ancestry controls	1q32.1	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs3024505	chr1	Type 1 diabetes	6E-8	rs3024505	None	0.84	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	1q32.1	intergenic	Illumina [135870]	25751624
rs3024505	chr1	Inflammatory bowel disease	7E-42	rs3024505	None	0.16	12,924 European ancestry cases, 21,442 European ancestry controls	1q32.1	IL20, IL10, IL24, IL19, PIGR, MAPKAPK2, FAIM3, RASSF5	Affymetrix, Illumina [1230000] (imputed)	23128233
rs3024505	chr1	Type 1 diabetes	5E-10	rs3024505	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	1q32.1	IL10	Affymetrix, Illumina [NR]	21829393
rs3024505	chr1	Ulcerative colitis	6E-17	rs3024505	None	0.16	6,687 European ancestry cases, 19,718 European ancestry controls	1q32.1	IL10, IL19	Affymetrix, Illumina [~ 1100000] (imputed)	21297633
rs3024505	chr1	Crohn's disease	2E-14	rs3024505	None	0.157	6,333 European ancestry cases, 15,056 European ancestry controls	1q32.1	IL10, IL19	Affymetrix, Illumina [953241] (imputed)	21102463
rs3024505	chr1	Ulcerative colitis	1E-8	rs3024505	None	None	2,693 European ancestry cases, 6,791 European ancestry controls	1q32.1	IL19, IL10	Illumina [266047]	20228799
rs3024505	chr1	Systemic lupus erythematosus	4E-8	rs3024505	None	0.16	1,310 European ancestry cases, 7,859 European ancestry controls	1q32.1	IL10	Illumina [~ 2100000] (imputed)	19838195
rs3024505	chr1	Type 1 diabetes	2E-9	rs3024505	None	0.83	7,514 European ancestry cases, 9,045 European ancestry controls	1q32.1	IL10	Affymetrix, Illumina [841622] (imputed)	19430480
rs3024505	chr1	Ulcerative colitis	1E-12	rs3024505	None	0.15	1,167 European ancestry cases, 777 European ancestry controls	1q32.1	IL10	Affymetrix [355262]	18836448
rs559047	chr1	Stimulated C-peptide levels in type I diabetes	4E-6	rs559047	rs559047-A	0.24	1,303 European ancestry individuals	1q43	ZP4, LINCO1139	Illumina [8978838] (imputed)	29404672
rs559047	chr1	C-peptide levels in type I diabetes	4E-8	rs559047	rs559047-A	0.23	3,479 European ancestry individuals	1q43	ZP4, LINCO1139	Illumina [7988630] (imputed)	29404672
rs61839660	chr10	Hay fever and/or eczema	1E-32	rs61839660	None	0.09897	84,034 European ancestry cases, 239,773 European ancestry controls	10p15.1	None	Affymetrix [15688218] (imputed)	31361310
rs61839660	chr10	Eczema	6E-14	rs61839660	None	0.1	7,884 European ancestry cases, 239,773 European ancestry controls	10p15.1	IL2RA	Affymetrix [15688218] (imputed)	31361310
rs61839660	chr10	Allergic disease (asthma, hay fever or eczema)	3E-28	rs61839660	None	0.09897	106,772 European ancestry cases, 239,773 European ancestry controls	10p15.1	None	Affymetrix [15688218] (imputed)	31361310
rs61839660	chr10	Eczema	4E-38	rs61839660	None	None	approximately 459,000 European ancestry individuals	10p15.1		NR [~ 8900000] (imputed)	30595370
rs61839660	chr10	Asthma or allergic disease (pleiotropy)	2E-11	rs61839660	None	None	14,085 European asthma cases, 25,685 European ancestry allergic diseases cases, 76,768 European ancestry controls	10p15.1	IL2RA, RBM17	NR [74888535] (imputed)	29785011
rs61839660	chr10	Allergic disease (asthma, hay fever or eczema)	4E-12	rs61839660	None	None	25,685 European ancestry allergic diseases cases, 76,768 European ancestry controls	10p15.1	IL2RA, RBM17	Affymetrix [74888535] (imputed)	29785011
rs61839660	chr10	Allergic disease (asthma, hay fever or eczema)	4E-19	rs61839660	None	0.07	180,129 European ancestry cases, 180,709 European ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [8307659] (imputed)	29083406
rs61839660	chr10	Systemic lupus erythematosus	9E-6	rs61839660	None	None	6,748 European ancestry cases, 11,516 European ancestry controls, 2,970 African American cases, 2,452 African American controls, 1,872 Hispanic cases, 2,016 Hispanic controls	10p15.1	IL2RA	Illumina [at least 5000000] (imputed)	28714469
rs61839660	chr10	Crohn's disease	2E-8	rs61839660	None		12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	10p15.1	DKFZP667F0711, IL2RA, RBM17, PFKFB3, PRKCQ	Illumina [9560910] (imputed)	28067908
rs61839660	chr10	Lymphocyte percentage of white cells	2E-10	rs61839660	None	0.0988	171,748 European ancestry individuals	10p15.1	IL2RA	Affymetrix [~ 2500000] (imputed)	27863252
rs61839660	chr10	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	1E-15	rs61839660	None	None	8,726 European ancestry ankylosing spondylitis cases, 19,085 European ancestry Crohn's disease cases, 6,530 European ancestry psoriasis cases, 3,408 European ancestry primary sclerosing cholangitis cases, 14,513 European ancestry ulcerative colitis cases, 34,213 European ancestry controls	10p15.1	IL2RA	Illumina [130052]	26974007
rs61839660	chr10	Type 1 diabetes	3E-39	rs61839660	None	0.9	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	10p15.1	IL2RA	Illumina [135870]	25751624
rs61839660	chr10	Type 1 diabetes	5E-9	rs61839660	None	None	16,179 European ancestry individuals	10p15.1	IL2RA	NR [6233112] (imputed)	22293688
rs12722495	chr10	Type 1 diabetes	1E-38	rs12722495	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [NR]	21829393
rs706779	chr10	Vitiligo	7E-27	rs706779	None	0.535	2,853 European ancestry cases and 37,405 European ancestry controls	10p15.1	IL2RA	Illumina [8966411] (imputed)	27723757
rs706779	chr10	Graves' disease	2E-6	rs706779	None	0.533	2,285 European ancestry cases, 9,364 European ancestry controls	10p15.1	IL2RA	Illumina [103875]	22922229
rs706779	chr10	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	3E-7	rs706779	None	0.533	2,282 European ancestry Graves disease cases, 451 European ancestry Hashimoto's thyroiditis cases, 9364 European ancestry controls	10p15.1	IL2RA	Illumina [103875]	22922229
rs706779	chr10	Vitiligo	3E-9	rs706779	None	0.535	1,392 European ancestry cases, 2,629 European ancestry controls	10p15.1	RBM17, IL2RA, PFKB3	Illumina [520460]	20410501
rs706778	chr10	Autoimmune traits	4E-18	rs706778	rs706778-?	None	approximately 459,000 European ancestry individuals	10p15.1		NR [~ 8900000] (imputed)	30595370
rs706778	chr10	Rheumatoid arthritis	2E-11	rs706778	rs706778-T	None	916 African American cases, 1,392 African American controls,	10p15.1	IL2RA	Illumina [8380626] (imputed)	30423114
rs706778	chr10	Rheumatoid arthritis	7E-12	rs706778	rs706778-T	0.4	916 African American cases, 1,392 African American controls,	10p15.1	IL2RA	Illumina [8380626] (imputed)	30423114
rs706778	chr10	Pediatric autoimmune diseases	6E-9	rs706778	rs706778-T	0.41	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	10p15.1	IL2RA	Illumina [7347414] (imputed)	26301688
rs706778	chr10	Rheumatoid arthritis	5E-14	rs706778	rs706778-T	0.45	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs706778	chr10	Rheumatoid arthritis	5E-15	rs706778	rs706778-T	0.4	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs706778	chr10	Rheumatoid arthritis	1E-11	rs706778	rs706778-T	0.40	5,539 European ancestry cases, 20,169 European ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [~ 2716259] (imputed)	20453842
rs10795791	chr10	Type 1 diabetes	6E-11	rs10795791	None	0.41	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	10p15.1	IL2RA	Illumina [135870]	25751624
rs10795791	chr10	Rheumatoid arthritis (ACPA-positive)	1E-10	rs10795791	None	0.58	2,234 Korean ancestry cases, 7,065 Korean ancestry controls, 10,288 European ancestry cases, 35,502 European ancestry controls	10p15.1	IR2RA	Illumina [133816] (imputed)	24532676
rs10795791	chr10	Rheumatoid arthritis (ACPA-positive)	1E-9	rs10795791	None	0.4	up to 9,585 European ancestry cases, up to 33,742 European ancestry controls	10p15.1	IL2RA	Illumina [129464] (imputed)	23143596
rs10795791	chr10	Rheumatoid arthritis	1E-9	rs10795791	None	0.4	up to 13,838 European ancestry cases, up to 33,742 European ancestry controls	10p15.1	IL2RA	Illumina [129464] (imputed)	23143596
rs12251307	chr10	Type 1 diabetes	1E-13	rs12251307	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	10p15.1	IL2RA	Affymetrix, Illumina [841622] (imputed)	19430480
rs12251307	chr10	Type 1 diabetes	2E-6	rs12251307	None	None	3,561 European ancestry cases, 4,646 European ancestry controls	10p15.1	IL2RA	Affymetrix [up to 335565]	18978792
rs41295121	chr10	Type 1 diabetes	5E-8	rs41295121	None	0.99	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	10p15.1	IL2RA	Illumina [135870]	25751624
rs1983890	chr10	Latent autoimmune diabetes	3E-8	rs1983890	rs1983890-C	0.642	2,634 European ancestry cases, 5,947 European ancestry controls	10p15.1	PFKFB3	Affymetrix, Illumina [7868002] (imputed)	30254083
rs947474	chr10	Rheumatoid arthritis	2E-7	rs947474	None	0.8	15,523 European ancestry cases, 22,308 European ancestry controls	10p15.1	AL137145.1	Illumina [252970]	30572963
rs947474	chr10	Celiac disease	2E-7	rs947474	None		11,489 European ancestry cases, 22,308 European ancestry controls	10p15.1	AL137145.1	Illumina [252970]	30572963
rs947474	chr10	Autoimmune traits (pleiotropy)	1E-8	rs947474	None	NA	11,489 European ancestry cases with celiac disease, 15,523 European ancestry cases with rheumatoid arthritis, 3,477 European ancestry cases with systemic sclerosis, 6,670 European ancestry cases with type 1 diabetes, 22,308 European ancestry controls	10p15.1	PRKCQ	Illumina [252970]	30572963
rs947474	chr10	Rheumatoid arthritis	3E-8	rs947474	None	None	916 African American cases, 1,392 African American controls,	10p15.1	PRKCQ	Illumina [8380626] (imputed)	30423114
rs947474	chr10	Rheumatoid arthritis	3E-9	rs947474	None	0.81	916 African American cases, 1,392 African American controls,	10p15.1	PRKCQ	Illumina [8380626] (imputed)	30423114
rs947474	chr10	Celiac disease and Rheumatoid arthritis	8E-11	rs947474	None	None	371 South Asian ancestry celiac disease cases, 3,138 European ancestry celiac disease cases,  4,418 European ancestry rheumatoid arthritis cases,  509 South Asian ancestry celiac disease controls, 2,473 European ancestry celiac disease controls, 3,300 European ancestry rheumatoid arthritis controls, 8,872 celiac disease cases, 9,401 rheumatoid arthritis cases, 4,845 celiac disease controls, 9,627 rheumatoid arthritis controls	10p15.1	PRKCQ, RP11-563J2.2	Illumina [109572]	26546613
rs947474	chr10	Rheumatoid arthritis (ACPA-positive)	1E-8	rs947474	None	0.82	2,234 Korean ancestry cases, 7,065 Korean ancestry controls, 10,288 European ancestry cases, 35,502 European ancestry controls	10p15.1	PRKCQ	Illumina [133816] (imputed)	24532676
rs947474	chr10	Rheumatoid arthritis	4E-10	rs947474	None	0.83	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	10p15.1	PRKCQ	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs947474	chr10	Rheumatoid arthritis	3E-10	rs947474	None	0.81	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	10p15.1	PRKCQ	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs947474	chr10	Type 1 diabetes	4E-9	rs947474	None	0.19	3,561 European ancestry cases, 4,646 European ancestry controls	10p15.1	PRKCQ	Affymetrix [up to 335565]	18978792
rs11258747	chr10	Type 1 diabetes	1E-7	rs11258747	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	10p15.1	PRKCQ	Affymetrix, Illumina [841622] (imputed)	19430480
rs3802604	chr10	Type 1 diabetes	2E-8	rs3802604	None	0.38	1,005 Han Chinese ancestry cases, 1,257 Han Chinese ancestry controls	10p14	GATA3	Illumina [787224] (imputed)	31152121
rs3802604	chr10	Rheumatoid arthritis	2E-8	rs3802604	None	0.359	15,523 European ancestry cases, 22,308 European ancestry controls	10p14	GATA3	Illumina [252970]	30572963
rs3802604	chr10	Autoimmune traits (pleiotropy)	5E-8	rs3802604	None	NA	11,489 European ancestry cases with celiac disease, 15,523 European ancestry cases with rheumatoid arthritis, 3,477 European ancestry cases with systemic sclerosis, 6,670 European ancestry cases with type 1 diabetes, 22,308 European ancestry controls	10p14	GATA3	Illumina [252970]	30572963
rs3802604	chr10	Rheumatoid arthritis (ACPA-positive)	4E-6	rs3802604	None	None	up to 9,585 European ancestry cases, up to 33,742 European ancestry controls	10p14	GATA3	Illumina [129464] (imputed)	23143596
rs117826205	chr10	Coronary artery disease in type 1 diabetes	6E-6	rs117826205	None	0.026	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	10p12.31	ARL5B	Illumina [6728637] (imputed)	29695241
rs7100025	chr10	Pediatric autoimmune diseases	8E-11	rs7100025	rs7100025-G	0.34	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	10p11.21	ANKRD30A	Illumina [7347414] (imputed)	26301688
rs10822050	chr10	Pediatric autoimmune diseases	8E-11	rs10822050	rs10822050-C	0.39	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	10q21.2	ZNF365	Illumina [7347414] (imputed)	26301688
rs1250563	chr10	Pediatric autoimmune diseases	1E-8	rs1250563	rs1250563-C	0.29	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	10q22.3	ZMIZ1	Illumina [7347414] (imputed)	26301688
rs72809865	chr10	Kidney disease (early and late stages) in type 1 diabetes	7E-6	rs72809865	rs72809865-T	0.16	2,068 European ancestry cases, 495 cases, 1,903 European ancestry controls, 690 controls	10q23.1	NRG3	Illumina [NR] (imputed)	27647854
rs10509540	chr10	Type 1 diabetes	1E-28	rs10509540	None	0.71	7,514 European ancestry cases, 9,045 European ancestry controls	10q23.31	C10orf59	Affymetrix, Illumina [841622] (imputed)	19430480
